platform,content_id,aid,crawl_mode,user_name,user_id,comment_text,like_count,reply_count,comment_time,rpid,original_comment_text,clean_text,snow_score,rule_score,rule_sentiment_type,rule_reason,sentiment_score,sentiment_type,sentiment_reason,emotion_extreme_degree,influence_score,ai_reviewed,ai_sentiment_type,ai_sentiment_score,ai_reason,ai_confidence,judgment_source,ai_review_status
bilibili,BV1TpjQ6TEQz,116802608695925,hot,雏菡,449176168,认真说确实是我不喜欢的性格，感觉像女版王鹤棣,356,13,2026-06-24 17:48:10,303718186897,认真说确实是我不喜欢的性格，感觉像女版王鹤棣,认真说确实是我不喜欢的性格，感觉像女版王鹤棣,0.87,0.87,正向,SnowNLP原始判断,0.87,正向,SnowNLP原始判断,0.37,131.72,False,正向,0.87,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 35.990804263s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '35s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,mimimimimaimimo,19086566,她的资源真的太太好了，感觉有人强捧,887,15,2026-06-24 10:52:39,303682612289,她的资源真的太太好了，感觉有人强捧,她的资源真的太太好了，感觉有人强捧,0.2209,0.2209,负向,SnowNLP原始判断,0.2209,负向,SnowNLP原始判断,0.2791,247.5617,False,负向,0.2209,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 48.337972739s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '48s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,大悲欢喜,177990697,还是b站看的舒服讨厌的人只有b站敢骂,735,13,2026-06-24 13:29:01,303697219393,还是b站看的舒服讨厌的人只有b站敢骂,还是b站看的舒服讨厌的人只有b站敢骂,0.8872,0.3,负向,负向关键词修正,0.3,负向,负向关键词修正,0.2,147.0,False,负向,0.3,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 37.254908119s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '37s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,林森森o,94414406,白男太强大的后台了，两个月资源一点没受影响[吃瓜],25,0,2026-06-24 10:49:12,306795209824,白男太强大的后台了，两个月资源一点没受影响[吃瓜],白男太强大的后台了，两个月资源一点没受影响吃瓜,0.3266,0.3266,负向,SnowNLP原始判断,0.3266,负向,SnowNLP原始判断,0.1734,4.335,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,对呀何必呢就这样吧,14297059,为什么她说话总是撅着嘴？这种嘴型，我通常只在韩剧里见过,1218,11,2026-06-24 12:48:49,303693524689,为什么她说话总是撅着嘴？这种嘴型，我通常只在韩剧里见过,为什么她说话总是撅着嘴？这种嘴型，我通常只在韩剧里见过,0.393,0.35,负向,反问/质疑句式修正,0.35,负向,反问/质疑句式修正,0.15000000000000002,182.7,False,负向,0.35,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 42.978161174s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '42s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,bili_16955756383,1159504862,难怪他粉丝叫鹿茸,379,2,2026-06-24 12:20:35,303690447393,难怪他粉丝叫鹿茸,难怪他粉丝叫鹿茸,0.5571,0.5571,中立,SnowNLP原始判断,0.5571,中立,SnowNLP原始判断,0.05710000000000004,21.6409,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,正左没,489993254,她说自己粉丝是小🪵🐶怎么没盘点进去，包括粉丝主动包揽🪵🐶一词,4,0,2026-06-24 19:00:44,303725692561,她说自己粉丝是小🪵🐶怎么没盘点进去，包括粉丝主动包揽🪵🐶一词,她说自己粉丝是小怎么没盘点进去，包括粉丝主动包揽一词,0.3764,0.3764,负向,SnowNLP原始判断,0.3764,负向,SnowNLP原始判断,0.12359999999999999,0.4944,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,OwO嘎嘎,27106963,真想国家规定实名制追星，我现生中遇到了她粉丝还能躲一躲，我这人又怕脏又怕鬼的,348,11,2026-06-24 14:47:10,303703241921,真想国家规定实名制追星，我现生中遇到了她粉丝还能躲一躲，我这人又怕脏又怕鬼的,真想国家规定实名制追星，我现生中遇到了她粉丝还能躲一躲，我这人又怕脏又怕鬼的,0.7681,0.7681,正向,SnowNLP原始判断,0.7681,正向,SnowNLP原始判断,0.2681,93.2988,False,正向,0.7681,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 32.007869123s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '32s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,冰霜高洁,1676607054,《俺娘田小草》都市版又名《以爱为营》,1913,11,2026-06-24 13:54:37,303699313585,《俺娘田小草》都市版又名《以爱为营》,《俺娘田小草》都市版又名《以爱为营》,0.9977,0.9977,正向,SnowNLP原始判断,0.9977,正向,SnowNLP原始判断,0.49770000000000003,952.1001,False,正向,0.9977,"AI复核失败，保留规则判断结果。错误信息：503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,四维绝望团子,625682559,她这种性格在男人堆里确实吃香，参考现实中的“汉子茶”,133,11,2026-06-24 15:06:43,303704558881,她这种性格在男人堆里确实吃香，参考现实中的“汉子茶”,她这种性格在男人堆里确实吃香，参考现实中的“汉子茶”,0.9715,0.3,负向,社会焦虑/黑色幽默/就业压力表达修正为偏负向,0.3,负向,社会焦虑/黑色幽默/就业压力表达修正为偏负向,0.2,26.6,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,温言zzz,497531454,好奇什么时候会被下架，太勇了,2935,24,2026-06-24 10:09:06,303679501249,好奇什么时候会被下架，太勇了,好奇什么时候会被下架，太勇了,0.8806,0.8806,正向,SnowNLP原始判断,0.8806,正向,SnowNLP原始判断,0.38060000000000005,1117.061,False,正向,0.8806,"AI复核失败，保留规则判断结果。错误信息：503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,仙都南宁周阴婷,26598499,圆子明天看手机：,405,2,2026-06-24 16:54:08,303713156385,圆子明天看手机：,圆子明天看手机：,0.3683,0.3683,负向,SnowNLP原始判断,0.3683,负向,SnowNLP原始判断,0.13169999999999998,53.3385,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,路人主角路过,87125554,精神小妹最爱崩老头[doge],308,3,2026-06-24 10:27:47,303680846881,精神小妹最爱崩老头[doge],精神小妹最爱崩老头doge,0.6368,0.6368,正向,SnowNLP原始判断,0.6368,正向,SnowNLP原始判断,0.13680000000000003,42.1344,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,冰冥_,297964928,一直觉得“四普”这个东西就是给杨紫降咖，给白鹿升咖用的。因为我想不出一个白鹿的代表作[笑哭],189,9,2026-06-24 11:05:49,303683595841,一直觉得“四普”这个东西就是给杨紫降咖，给白鹿升咖用的。因为我想不出一个白鹿的代表作[笑哭],一直觉得“四普”这个东西就是给杨紫降咖，给白鹿升咖用的。因为我想不出一个白鹿的代表作笑哭,0.8923,0.8923,正向,SnowNLP原始判断,0.8923,正向,SnowNLP原始判断,0.3923,74.1447,False,正向,0.8923,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 26.410986862s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '26s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,是我momo,521671854,彤这一抱臂，大女主那味儿有了。,1525,14,2026-06-24 11:16:44,303684609585,彤这一抱臂，大女主那味儿有了。,彤这一抱臂，大女主那味儿有了。,0.9774,0.9774,正向,SnowNLP原始判断,0.9774,正向,SnowNLP原始判断,0.47740000000000005,728.035,False,正向,0.9774,"AI复核失败，保留规则判断结果。错误信息：503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,雪天毛毛毛毛毛,645257075,隔壁刷到的，笑死我了,4120,54,2026-06-24 10:37:47,303681504577,隔壁刷到的，笑死我了,隔壁刷到的，笑死我了,0.0703,0.0703,负向,SnowNLP原始判断,0.0703,负向,SnowNLP原始判断,0.42969999999999997,1770.364,False,负向,0.0703,"AI复核失败，保留规则判断结果。错误信息：503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,今年也要去看海,320125886,她到底搭上谁了这么多资源捧她。。。。？[呆],142,5,2026-06-24 14:51:41,303703434353,她到底搭上谁了这么多资源捧她。。。。？[呆],她到底搭上谁了这么多资源捧她。。。。？呆,0.4209,0.4209,中立,SnowNLP原始判断,0.4209,中立,SnowNLP原始判断,0.0791,11.2322,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,骐栖,1133532487,所以……她拿了奖后说的轻舟已过万重山过的到底是什么山[妙啊],138,2,2026-06-24 10:30:55,306793766208,所以……她拿了奖后说的轻舟已过万重山过的到底是什么山[妙啊],所以她拿了奖后说的轻舟已过万重山过的到底是什么山妙啊,0.2657,0.2657,负向,SnowNLP原始判断,0.2657,负向,SnowNLP原始判断,0.2343,32.3334,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,冰块块块砸,23128999,评论区也没有必要这么多人洗吧 就算她人品没问题这演技放在内娱也是在侮辱观众啊 还能爱下去是粉丝还是路人真不好说[笑哭][笑哭],253,25,2026-06-24 14:02:50,303699893745,评论区也没有必要这么多人洗吧 就算她人品没问题这演技放在内娱也是在侮辱观众啊 还能爱下去是粉丝还是路人真不好说[笑哭][笑哭],评论区也没有必要这么多人洗吧 就算她人品没问题这演技放在内娱也是在侮辱观众啊 还能爱下去是粉丝还是路人真不好说笑哭笑哭,0.1476,0.1476,负向,SnowNLP原始判断,0.1476,负向,SnowNLP原始判断,0.3524,89.1572,False,负向,0.1476,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 30.446339368s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '30s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,芭拉拉又重了,300374838,于正是什么行业很好的标杆吗？他选出来的人出问题不是很正常吗？争议性都很大的之前。好多他捧出来都是黑红。,419,7,2026-06-24 10:18:44,306792627856,于正是什么行业很好的标杆吗？他选出来的人出问题不是很正常吗？争议性都很大的之前。好多他捧出来都是黑红。,于正是什么行业很好的标杆吗？他选出来的人出问题不是很正常吗？争议性都很大的之前。好多他捧出来都是黑红。,0.9974,0.9974,正向,SnowNLP原始判断,0.9974,正向,SnowNLP原始判断,0.49739999999999995,208.4106,False,正向,0.9974,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 44.275263903s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '44s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,大乔617,11352073,《以爱为营》应该改名叫《嘉豪嘉欣爱情故事》[大笑],1967,25,2026-06-24 10:20:37,303680424529,《以爱为营》应该改名叫《嘉豪嘉欣爱情故事》[大笑],《以爱为营》应该改名叫《嘉豪嘉欣爱情故事》大笑,0.9973,0.9973,正向,SnowNLP原始判断,0.9973,正向,SnowNLP原始判断,0.49729999999999996,978.1891,False,正向,0.9973,"AI复核失败，保留规则判断结果。错误信息：503 UNAVAILABLE. {'error': {'code': 503, 'message': 'This model is currently experiencing high demand. Spikes in demand are usually temporary. Please try again later.', 'status': 'UNAVAILABLE'}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,Mochiivi,277287890,还有小母g课件漏了，大家可以自己去补补,4,0,2026-06-24 18:53:26,303724823377,还有小母g课件漏了，大家可以自己去补补,还有小母g课件漏了，大家可以自己去补补,0.7868,0.7868,正向,SnowNLP原始判断,0.7868,正向,SnowNLP原始判断,0.28680000000000005,1.1472,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,一念的墨痕,351647504,准备接受来自美神的照耀吧[笑哭][笑哭][笑哭],381,7,2026-06-24 17:22:55,306829422800,准备接受来自美神的照耀吧[笑哭][笑哭][笑哭],准备接受来自美神的照耀吧笑哭笑哭笑哭,0.802,0.802,正向,SnowNLP原始判断,0.802,正向,SnowNLP原始判断,0.30200000000000005,115.062,False,正向,0.802,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 33.858349105s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-2.5-flash', 'location': 'global'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '33s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,辛雍,424238640,不是，这位还穿过和服宣传吗？这么有料,4,1,2026-06-24 17:31:23,306830223728,不是，这位还穿过和服宣传吗？这么有料,不是，这位还穿过和服宣传吗？这么有料,0.0403,0.0403,负向,SnowNLP原始判断,0.0403,负向,SnowNLP原始判断,0.4597,1.8388,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,J_0311,173846809,我真不行了，她的受众群体是异食癖吗,13,0,2026-06-24 14:40:04,306816261968,我真不行了，她的受众群体是异食癖吗,我真不行了，她的受众群体是异食癖吗,0.4677,0.4677,中立,SnowNLP原始判断,0.4677,中立,SnowNLP原始判断,0.032299999999999995,0.4199,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,卖卡师姐,3493276753594525,这资源没人捧是不可能的。。。北电中戏那么多长得好演得好的人不火，偏偏她火了，而且演技也不出众，还能是为什么呢,100,1,2026-06-24 13:15:13,306809256272,这资源没人捧是不可能的。。。北电中戏那么多长得好演得好的人不火，偏偏她火了，而且演技也不出众，还能是为什么呢,这资源没人捧是不可能的。。。北电中戏那么多长得好演得好的人不火，偏偏她火了，而且演技也不出众，还能是为什么呢,0.5146,0.5146,中立,SnowNLP原始判断,0.5146,中立,SnowNLP原始判断,0.014599999999999946,1.46,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,雪羊羊爱鸭鸭,11293260,景甜好歹长得漂亮还不作妖[喜极而泣],64,1,2026-06-24 18:14:10,303720714833,景甜好歹长得漂亮还不作妖[喜极而泣],景甜好歹长得漂亮还不作妖喜极而泣,0.9999,0.9999,正向,SnowNLP原始判断,0.9999,正向,SnowNLP原始判断,0.4999,31.9936,False,,,,,SnowNLP + 规则,未进入AI复核队列
bilibili,BV1TpjQ6TEQz,116802608695925,hot,要不买瓶汽水吧,7305274,这个于正到底是什么背景，为什么能给内娱输送那么多。。。[捂脸],627,28,2026-06-24 10:20:17,303680259937,这个于正到底是什么背景，为什么能给内娱输送那么多。。。[捂脸],这个于正到底是什么背景，为什么能给内娱输送那么多。。。捂脸,0.0685,0.0685,负向,SnowNLP原始判断,0.0685,负向,SnowNLP原始判断,0.4315,270.5505,False,负向,0.0685,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 50.119203424s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '50s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,bluelotus-,581802821,感觉她像上学时候喜欢和男生一起玩然后总是时不时打一下男生 但不管女生还是男生其实都不喜欢她的那种人[笑哭],446,12,2026-06-24 10:10:07,306792117216,感觉她像上学时候喜欢和男生一起玩然后总是时不时打一下男生 但不管女生还是男生其实都不喜欢她的那种人[笑哭],感觉她像上学时候喜欢和男生一起玩然后总是时不时打一下男生 但不管女生还是男生其实都不喜欢她的那种人笑哭,0.9989,0.9989,正向,检测到转折句，优先分析转折后内容,0.9989,正向,检测到转折句，优先分析转折后内容,0.4989,222.5094,False,正向,0.9989,"AI复核失败，保留规则判断结果。错误信息：429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 5, model: gemini-2.5-flash\nPlease retry in 46.335536392s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerMinutePerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-2.5-flash'}, 'quotaValue': '5'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '46s'}]}}",0.0,SnowNLP + 规则,AI复核失败，保留规则判断
bilibili,BV1TpjQ6TEQz,116802608695925,hot,羽鹏1,177977750,有干爹就是好呀,6,0,2026-06-24 10:41:16,303681832529,有干爹就是好呀,有干爹就是好呀,0.4646,0.4646,中立,SnowNLP原始判断,0.4646,中立,SnowNLP原始判断,0.03539999999999999,0.2124,False,,,,,SnowNLP + 规则,未进入AI复核队列
